stock_key,company_name,sector,industry,exchange,market_cap_group,listing_date,is_vn30
SSM,CTCP Chế tạo Kết cấu Thép VNECO,Industrials,Machinery,HNX,Penny,2009-01-01,0
ST8,CTCP Siêu Thanh,Consumer Discretionary,Retail,HOSE,Penny,2007-01-01,0
STB,Ngân hàng TMCP Sài Gòn Thương Tín,Financials,Banks,HOSE,Bluechip,2006-07-12,1
STC,CTCP Sách và Thiết bị Trường học TP.HCM,Consumer Discretionary,Publishing,HNX,Penny,2005-01-01,0
STG,CTCP Kho vận Miền Nam,Industrials,Logistics,HOSE,Midcap,2010-01-01,0
STK,CTCP Sợi Thế Kỷ,Consumer Discretionary,Textiles,HOSE,Midcap,2015-01-01,0
STP,CTCP Công nghiệp Thương mại Sông Đà,Materials,Packaging,HNX,Penny,2006-01-01,0
SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,Consumer Discretionary,Retail,HOSE,Midcap,2006-01-01,0
SVD,CTCP Đầu tư và Thương mại Vũ Đăng,Consumer Discretionary,Textiles,HOSE,Penny,2021-01-01,0
SVI,CTCP Bao bì Biên Hòa,Materials,Packaging,HOSE,Midcap,2002-01-01,0
SVN,CTCP Tập đoàn Vexilla Việt Nam,Industrials,Multi-sector,HNX,Penny,2014-01-01,0
SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Technology,IT Services,HOSE,Penny,2003-01-01,0
SZB,CTCP Sonadezi Long Bình,Real Estate,Industrial Parks,HNX,Penny,2017-01-01,0
SZC,CTCP Sonadezi Châu Đức,Real Estate,Industrial Parks,HOSE,Midcap,2019-01-01,0
SZL,CTCP Sonadezi Long Thành,Real Estate,Industrial Parks,HOSE,Midcap,2008-01-01,0
TA9,CTCP Xây lắp Thành An 96,Industrials,Construction,HNX,Penny,2011-01-01,0
TAL,CTCP Đầu tư và Thương mại TNG,Consumer Discretionary,Textiles,HNX,Midcap,2007-01-01,0
TBC,CTCP Thủy điện Thác Bà,Utilities,Electric Utilities,HOSE,Penny,2006-01-01,0
TCB,Ngân hàng TMCP Kỹ thương Việt Nam,Financials,Banks,HOSE,Bluechip,2018-06-04,1
TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,Industrials,Multi-sector,HOSE,Midcap,2016-01-01,0
TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,Real Estate,Real Estate,HOSE,Midcap,2016-10-05,0
TCI,CTCP Chứng khoán Thành Công,Financials,Securities,HOSE,Penny,2018-01-01,0
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Industrials,Logistics,HOSE,Midcap,2009-01-01,0
TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,Consumer Discretionary,Textiles,HOSE,Midcap,2007-01-01,0
TCO,CTCP Vận tải Đa phương thức Duyên Hải,Industrials,Logistics,HOSE,Penny,2008-01-01,0
TCR,CTCP Gốm sứ Taicera,Materials,Building Materials,HOSE,Penny,2006-01-01,0
TCT,CTCP Cáp treo Núi Bà Tây Ninh,Consumer Discretionary,Travel & Leisure,HOSE,Penny,2001-01-01,0
TCX,CTCP Xây lắp và Sản xuất Công nghiệp,Industrials,Construction,UPCOM,Penny,2015-01-01,0
TD6,CTCP Đầu tư Xây dựng Công trình 610,Industrials,Construction,UPCOM,Penny,2015-01-01,0
TDC,CTCP Kinh doanh và Phát triển Bình Dương,Real Estate,Real Estate,HOSE,Penny,2010-01-01,0
TDG,CTCP Đầu tư TDG Global,Utilities,Gas Utilities,HOSE,Penny,2017-01-01,0
TDH,CTCP Phát triển Nhà Thủ Đức,Real Estate,Real Estate,HOSE,Penny,2007-01-01,0
TDM,CTCP Nước Thủ Dầu Một,Utilities,Water Utilities,HOSE,Midcap,2019-01-01,0
TDP,CTCP Thuận Đức,Materials,Packaging,HOSE,Penny,2020-01-01,0
TDT,CTCP Đầu tư và Phát triển TDT,Consumer Discretionary,Textiles,HNX,Penny,2018-01-01,0
TDW,CTCP Cấp nước Thủ Đức,Utilities,Water Utilities,HOSE,Penny,2007-01-01,0
TEG,CTCP Năng lượng và Bất động sản Trường Thành,Industrials,Multi-sector,HOSE,Penny,2015-01-01,0
TET,CTCP Vải sợi May mặc miền Bắc,Consumer Discretionary,Textiles,HNX,Penny,2010-01-01,0
TFC,CTCP Trang,Consumer Staples,Food Products,HNX,Penny,2015-01-01,0
THB,CTCP Bia Hà Nội - Thanh Hóa,Consumer Staples,Beverages,HNX,Penny,2008-01-01,0
THD,CTCP Thaiholdings,Financials,Investment,HNX,Bluechip,2020-01-01,0
THG,CTCP Đầu tư và Xây dựng Tiền Giang,Industrials,Construction,HOSE,Penny,2011-01-01,0
THS,CTCP Sách Giáo khoa tại TP. Thanh Hóa,Consumer Discretionary,Publishing,HNX,Penny,2008-01-01,0
THT,CTCP Than Hà Tu - TKV,Energy,Coal,HNX,Penny,2006-01-01,0
TIG,CTCP Tập đoàn Đầu tư Thăng Long,Real Estate,Real Estate,HNX,Penny,2010-01-01,0
TIP,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Real Estate,Industrial Parks,HOSE,Midcap,2007-01-01,0
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Real Estate,Industrial Parks,HOSE,Penny,2006-01-01,0
TJC,CTCP Vận tải và Xếp dỡ Quảng Ninh,Industrials,Logistics,HNX,Penny,2007-01-01,0
TKU,CTCP Công nghiệp Tung Kuang,Materials,Steel,HNX,Penny,2006-01-01,0
TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Real Estate,Real Estate,HOSE,Penny,2017-01-01,0
TLG,CTCP Tập đoàn Thiên Long,Consumer Discretionary,Household Goods,HOSE,Midcap,2010-01-01,0
TLH,CTCP Tập đoàn Thép Tiến Lên,Materials,Steel,HOSE,Midcap,2010-01-01,0
TMB,CTCP Kinh doanh Than miền Bắc - TKV,Energy,Coal,HNX,Penny,2006-01-01,0
TMC,CTCP Thương mại Xuất nhập khẩu Thủ Đức,Consumer Discretionary,Retail,HNX,Penny,2006-01-01,0
TMP,CTCP Thủy điện Thác Mơ,Utilities,Electric Utilities,HOSE,Penny,2011-01-01,0
TMS,CTCP Transimex,Industrials,Logistics,HOSE,Midcap,2000-01-01,0
TMT,CTCP Ô tô TMT,Consumer Discretionary,Retail,HOSE,Penny,2010-01-01,0
TMX,CTCP Vicem Thương mại Xi măng,Industrials,Logistics,HNX,Penny,2002-01-01,0
TN1,CTCP Thương mại Dịch vụ TNS Holdings,Real Estate,Real Estate Services,HOSE,Penny,2020-01-01,0
TNC,CTCP Cao su Thống Nhất,Materials,Rubber,HOSE,Penny,2006-01-01,0
TNG,CTCP Đầu tư và Thương mại TNG,Consumer Discretionary,Textiles,HNX,Midcap,2007-11-22,0
TNH,CTCP Bệnh viện Quốc tế Thái Nguyên,Health Care,Medical Equipment,HOSE,Midcap,2021-01-25,0
TNI,CTCP Tập đoàn Thành Nam,Materials,Steel,HOSE,Penny,2017-01-01,0
TNT,CTCP Tập đoàn TNT,Real Estate,Real Estate,HOSE,Penny,2010-01-01,0
TOT,CTCP Vận tải Thủy Tân Cảng,Industrials,Logistics,UPCOM,Penny,2015-01-01,0
TPB,Ngân hàng TMCP Tiên Phong,Financials,Banks,HOSE,Bluechip,2018-04-19,1
TPC,CTCP Nhựa Tân Đại Hưng,Materials,Plastics,HOSE,Penny,2007-01-01,0
TPP,CTCP Nhựa Tân Phú,Materials,Plastics,HNX,Penny,2008-01-01,0
TRA,CTCP Traphaco,Health Care,Pharmaceuticals,HOSE,Midcap,2008-01-01,0
TRC,CTCP Cao su Tây Ninh,Materials,Rubber,HOSE,Penny,2007-01-01,0
TSA,CTCP Thiết bị Viễn thông Tinh Vân,Technology,IT Services,UPCOM,Penny,2010-01-01,0
TSB,CTCP Ắc quy Tia Sáng,Industrials,Electrical Equipment,HNX,Penny,2011-01-01,0
TSC,CTCP Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Materials,Agriculture Chemicals,HOSE,Penny,2003-01-01,0
TTA,CTCP Đầu tư và Phát triển Đa quốc gia,Utilities,Renewable Energy,HOSE,Penny,2020-01-01,0
TTC,CTCP Gạch Men Thanh Thanh,Materials,Building Materials,HNX,Penny,2007-01-01,0
TTE,CTCP Đầu tư Năng lượng Trường Thịnh,Utilities,Electric Utilities,HOSE,Penny,2017-01-01,0
TTF,CTCP Tập đoàn Kỹ nghệ Gỗ Trường Thành,Consumer Discretionary,Home Furnishings,HOSE,Midcap,2008-01-01,0
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,Consumer Discretionary,Textiles,HNX,Penny,2016-01-01,0
TTL,Tổng CTCP Thủy sản Việt Nam,Consumer Staples,Seafood,UPCOM,Penny,2017-01-01,0
TTT,CTCP Du lịch - Thương mại Tây Ninh,Consumer Discretionary,Travel & Leisure,HNX,Penny,2010-01-01,0
TV2,CTCP Tư vấn Xây dựng Điện 2,Industrials,Construction,HOSE,Midcap,2009-01-01,0
TV3,CTCP Tư vấn Xây dựng Điện 3,Industrials,Construction,HNX,Penny,2010-01-01,0
TV4,CTCP Tư vấn Xây dựng Điện 4,Industrials,Construction,HNX,Penny,2010-01-01,0
TVB,CTCP Chứng khoán Trí Việt,Financials,Securities,HOSE,Penny,2018-01-01,0
TVC,CTCP Tập đoàn Quản lý Tài sản Trí Việt,Financials,Investment,HNX,Penny,2014-01-01,0
TVD,CTCP Than Vàng Danh - TKV,Energy,Coal,HNX,Penny,2006-01-01,0
TVS,CTCP Chứng khoán Thiên Việt,Financials,Securities,HOSE,Midcap,2015-01-01,0
TVT,CTCP Tổng Công ty May Việt Tiến,Consumer Discretionary,Textiles,UPCOM,Midcap,2016-01-01,0
TXM,CTCP Vicem Thạch cao Xi măng,Industrials,Logistics,HNX,Penny,2007-01-01,0
TYA,CTCP Dây và Cáp điện Taya Việt Nam,Industrials,Electrical Equipment,HOSE,Penny,2005-01-01,0
UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,Real Estate,Real Estate,HOSE,Penny,2010-01-01,0
UNI,CTCP Viễn thông Vinasat,Technology,IT Services,HNX,Penny,2006-01-01,0
V12,CTCP Xây dựng Số 12,Industrials,Construction,HNX,Penny,2007-01-01,0
V21,CTCP Vinaconex 21,Industrials,Construction,HNX,Penny,2008-01-01,0
VAB,Ngân hàng TMCP Việt Á,Financials,Banks,UPCOM,Midcap,2021-01-01,0
VAF,CTCP Phân bón và Hóa chất Vật tư Nông nghiệp,Materials,Fertilizers,HOSE,Penny,2015-01-01,0
VBC,CTCP Nhựa Bao bì Vinh,Materials,Packaging,HNX,Penny,2010-01-01,0
VC1,CTCP Vinaconex 1,Industrials,Construction,HNX,Penny,2008-01-01,0
VC2,CTCP Đầu tư và Xây dựng VINA2,Industrials,Construction,HNX,Penny,2007-01-01,0
VC3,CTCP Tập đoàn Nam Mê Kông,Real Estate,Real Estate,HNX,Penny,2007-01-01,0
VC6,CTCP Vinaconex 6,Industrials,Construction,HNX,Penny,2008-01-01,0
VC7,CTCP Tập đoàn BGI,Real Estate,Real Estate,HNX,Penny,2007-01-01,0
VC9,CTCP Xây dựng Số 9,Industrials,Construction,HNX,Penny,2008-01-01,0
VCA,CTCP Thép Vicasa - VNSTEEL,Materials,Steel,HOSE,Penny,2020-01-01,0
VCB,Ngân hàng TMCP Ngoại thương Việt Nam,Financials,Banks,HOSE,Bluechip,2009-06-30,1
VCC,CTCP Vinaconex 25,Industrials,Construction,HNX,Penny,2009-01-01,0
VCF,CTCP Vinacafé Biên Hòa,Consumer Staples,Food & Beverage,HOSE,Bluechip,2011-01-01,0
VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,Industrials,Construction,HOSE,Midcap,2008-12-01,0
VCI,CTCP Chứng khoán Vietcap,Financials,Securities,HOSE,Bluechip,2017-07-07,0
VCK,CTCP Cáp nhựa Vĩnh Khánh,Industrials,Electrical Equipment,HNX,Penny,2010-01-01,0
VCM,CTCP Nhân lực và Thương mại Vinaconex,Industrials,Construction,HNX,Penny,2010-01-01,0
VCS,CTCP Vicostone,Materials,Building Materials,HNX,Midcap,2007-01-01,0
VDL,CTCP Thực phẩm Lâm Đồng,Consumer Staples,Food Products,HNX,Penny,2006-01-01,0
VDP,CTCP Dược phẩm Trung ương Vidipha,Health Care,Pharmaceuticals,HOSE,Penny,2017-01-01,0
VDS,CTCP Chứng khoán Rồng Việt,Financials,Securities,HOSE,Midcap,2010-01-01,0
VE1,CTCP Xây lắp Điện 1,Industrials,Construction,HNX,Penny,2008-01-01,0
VE3,CTCP Xây lắp Điện 3,Industrials,Construction,HNX,Penny,2009-01-01,0
VE4,CTCP Xây lắp Điện 4,Industrials,Construction,HNX,Penny,2009-01-01,0
VFG,CTCP Khử trùng Việt Nam,Materials,Agriculture Chemicals,HOSE,Midcap,2009-01-01,0
VFS,CTCP Chứng khoán Nhất Việt,Financials,Securities,HOSE,Penny,2023-01-01,0
VGC,Tổng CTCP Viglacera,Materials,Building Materials,HOSE,Midcap,2015-12-22,0
VGP,CTCP Cảng Rau Quả,Industrials,Logistics,HNX,Penny,2006-01-01,0
VGS,CTCP Ống thép Việt Đức VG PIPE,Materials,Steel,HNX,Penny,2008-01-01,0
VHC,CTCP Vĩnh Hoàn,Consumer Staples,Seafood,HOSE,Midcap,2007-12-24,0
VHE,CTCP Dược liệu và Thực phẩm Hải Đăng,Health Care,Pharmaceuticals,HNX,Penny,2018-01-01,0
VHL,CTCP Viglacera Hạ Long,Materials,Building Materials,HNX,Penny,2006-01-01,0
VHM,CTCP Vinhomes,Real Estate,Real Estate,HOSE,Bluechip,2018-05-17,1
VIB,Ngân hàng TMCP Quốc tế Việt Nam,Financials,Banks,HOSE,Bluechip,2020-10-30,1
VIC,Tập đoàn Vingroup,Real Estate,Real Estate,HOSE,Bluechip,2007-09-19,1
VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,Materials,Paper,HOSE,Penny,2006-01-01,0
VIF,Tổng CTCP Lâm nghiệp Việt Nam,Consumer Staples,Agriculture,UPCOM,Midcap,2017-01-01,0
VIG,CTCP Chứng khoán Đầu tư Tài chính Việt Nam,Financials,Securities,HNX,Penny,2009-01-01,0
VIP,CTCP Vận tải Xăng dầu VIPCO,Industrials,Logistics,HOSE,Penny,2006-01-01,0
VIT,CTCP Viglacera Tiên Sơn,Materials,Building Materials,HNX,Penny,2011-01-01,0
VIX,CTCP Chứng khoán VIX,Financials,Securities,HOSE,Midcap,2014-01-01,0
VJC,CTCP Hàng không Vietjet,Industrials,Airlines,HOSE,Bluechip,2017-02-28,1
VLA,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,Consumer Discretionary,Education,HNX,Penny,2010-01-01,0
VMC,CTCP Vimeco,Industrials,Construction,HNX,Penny,2006-01-01,0
VMD,CTCP Y dược phẩm Vimedimex,Health Care,Pharmaceuticals,HOSE,Penny,2010-01-01,0
VMS,CTCP Phát triển Hàng hải,Industrials,Logistics,HNX,Penny,2009-01-01,0
VNC,CTCP Vinacontrol,Industrials,Professional Services,HNX,Penny,2006-01-01,0
VND,CTCP Chứng khoán VNDIRECT,Financials,Securities,HOSE,Midcap,2010-03-30,0
VNE,Tổng CTCP Xây lắp Điện Việt Nam,Industrials,Construction,HOSE,Penny,2007-01-01,0
VNF,CTCP Vinafreight,Industrials,Logistics,HNX,Penny,2002-01-01,0
VNG,CTCP Du lịch Thành Thành Công,Consumer Discretionary,Travel & Leisure,HOSE,Penny,2010-01-01,0
VNL,CTCP Logistics Vinalink,Industrials,Logistics,HOSE,Penny,2009-01-01,0
VNM,CTCP Sữa Việt Nam,Consumer Staples,Food & Beverage,HOSE,Bluechip,2006-01-19,1
VNR,Tổng CTCP Tái bảo hiểm Quốc gia Việt Nam,Financials,Insurance,HNX,Midcap,2006-01-01,0
VNS,CTCP Ánh Dương Việt Nam (Vinasun),Consumer Discretionary,Travel & Leisure,HOSE,Penny,2008-01-01,0
VNT,CTCP Giao nhận Vận tải Ngoại thương,Industrials,Logistics,HNX,Penny,2010-01-01,0
VOS,CTCP Vận tải Biển Việt Nam,Industrials,Logistics,HOSE,Midcap,2008-01-01,0
VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,Financials,Banks,HOSE,Bluechip,2017-08-17,1
VPD,CTCP Phát triển Điện lực Việt Nam,Utilities,Electric Utilities,HOSE,Penny,2018-01-01,0
VPG,CTCP Đầu tư Thương mại Việt Phát,Materials,Steel,HOSE,Midcap,2018-01-01,0
VPH,CTCP Vạn Phát Hưng,Real Estate,Real Estate,HOSE,Penny,2009-01-01,0
VPI,CTCP Đầu tư Văn Phú - Invest,Real Estate,Real Estate,HOSE,Midcap,2017-11-28,0
VPL,CTCP Vinpearl,Consumer Discretionary,Travel & Leisure,HOSE,Midcap,2008-01-01,0
VPS,CTCP Thuốc sát trùng Việt Nam,Materials,Agriculture Chemicals,HOSE,Penny,2015-01-01,0
VPX,CTCP Bao bì và In Nông nghiệp,Materials,Packaging,UPCOM,Penny,2010-01-01,0
VRC,CTCP Bất động sản và Đầu tư VRC,Real Estate,Real Estate,HOSE,Penny,2010-01-01,0
VRE,CTCP Vincom Retail,Real Estate,Real Estate,HOSE,Bluechip,2017-11-06,1
VSA,CTCP Đại lý Hàng hải Việt Nam,Industrials,Logistics,HNX,Penny,2006-01-01,0
VSC,CTCP Container Việt Nam,Industrials,Logistics,HOSE,Midcap,2008-01-01,0
VSH,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,Utilities,Electric Utilities,HOSE,Midcap,2006-01-01,0
VSI,CTCP Đầu tư và Xây dựng Cấp thoát nước,Industrials,Construction,HOSE,Penny,2010-01-01,0
VSM,CTCP Container miền Trung,Industrials,Logistics,HNX,Penny,2011-01-01,0
VTB,CTCP Viettronics Tân Bình,Consumer Discretionary,Electronics,HOSE,Penny,2004-01-01,0
VTC,CTCP Viễn thông VTC,Technology,IT Services,HNX,Penny,2008-01-01,0
VTH,CTCP Dây và Cáp điện Việt Thái,Industrials,Electrical Equipment,HNX,Penny,2010-01-01,0
VTJ,CTCP Thương mại và Đầu tư Viễn Đông,Real Estate,Real Estate,HNX,Penny,2010-01-01,0
VTO,CTCP Vận tải Xăng dầu Vitaco,Industrials,Logistics,HOSE,Penny,2007-01-01,0
VTP,Tổng CTCP Bưu chính Viettel,Industrials,Logistics,HOSE,Midcap,2024-03-12,0
VTV,CTCP Năng lượng và Môi trường Vicem,Industrials,Energy Services,HNX,Penny,2010-01-01,0
VTZ,CTCP Sản xuất và Thương mại Việt Thành,Materials,Plastics,HNX,Penny,2020-01-01,0
VVS,CTCP Đầu tư Phát triển và Xây dựng Việt Nam,Industrials,Construction,UPCOM,Penny,2015-01-01,0
WCS,CTCP Bến xe Miền Tây,Industrials,Logistics,HNX,Penny,2010-01-01,0
WSS,CTCP Chứng khoán Phố Wall,Financials,Securities,HNX,Penny,2010-01-01,0
X20,CTCP 20,Consumer Discretionary,Textiles,UPCOM,Penny,2016-01-01,0
YBM,CTCP Khoáng sản Công nghiệp Yên Bái,Materials,Mining,HOSE,Penny,2018-01-01,0
YEG,CTCP Tập đoàn Yeah1,Technology,Marketing Services,HOSE,Penny,2018-06-26,0
